upazila,district,latitude,longitude,network_type,signal_strength,accuracy,created_at
Hizla,Barishal,22.9,90.5083,3G/2G,Good,5,7/18/2025 17:40
Mehendiganj,Barishal,22.8319,90.5333,3G/2G,Low,6,7/18/2025 17:41
Muladi,Barishal,22.915,90.415,Wi-Fi,Low,2,7/18/2025 17:42
Uzirpur,Barishal,22.8111,90.2444,Wi-Fi,Good,1,7/18/2025 17:49
Bhola-S,Bhola,22.6903,90.6525,3G/2G,Good,10,7/18/2025 18:06
Borhanuddin,Bhola,22.5,90.7217,3G/2G,Good,4,7/18/2025 18:08
Charfassion,Bhola,22.1847,90.7625,3G/2G,Moderate,5,7/18/2025 18:13
Daulatkhan,Bhola,22.6069,90.7358,3G/2G,Good,9,7/18/2025 18:22
Lalmohan,Bhola,22.3211,90.7472,3G/2G,Moderate,5,7/18/2025 18:27
Monpura,Bhola,22.2986,90.9792,3G/2G,Moderate,9,7/18/2025 18:44
Tazumuddin,Bhola,22.4167,90.8486,3G/2G,Low,9,7/18/2025 18:46
Jhalokathi Sadar,Jhalokathi,22.6406,90.19868,3G/2G,Low,8,7/18/2025 18:55
Kathalia,Jhalokathi,22.4,90.125,3G/2G,Good,7,7/18/2025 18:56
Nalchity,Jhalokathi,22.6222,90.2708,3G/2G,Moderate,8,7/18/2025 19:02
Rajapur,Jhalokathi,22.5667,90.1417,3G/2G,Low,3,7/18/2025 19:03
Bauphal,Patuakhali,22.45,90.53,3G/2G,Good,5,7/18/2025 19:11
Dashmina,Patuakhali,22.2833,90.5903,3G/2G,Good,8,7/18/2025 19:24
Dumki,Patuakhali,22.43333333,90.36666667,3G/2G,Moderate,2,7/18/2025 19:35
Galachipa,Patuakhali,22.1639,90.4306,3G/2G,Moderate,0,7/18/2025 19:36
Kalapara,Patuakhali,21.9861,90.2422,3G/2G,Low,2,7/18/2025 19:40
Mirzaganj,Patuakhali,22.36,90.22,3G/2G,Good,2,7/18/2025 19:54
Patuakhali Sadar,Patuakhali,22.3542,90.3181,3G/2G,Moderate,3,7/18/2025 19:58
Rangabali,Patuakhali,21.9333,90.4333,3G/2G,Moderate,7,7/18/2025 19:59
Bhandaria,Pirojpur,22.4889,90.0733,3G/2G,Moderate,7,7/18/2025 20:25
Hathazari,Chittagong,22.51666667,91.8,3G/2G,Low,8,7/18/2025 20:46
Feni Sadar,Feni,23.0167,91.3917,3G/2G,Good,0,7/18/2025 20:56
Fulgazi,Feni,23.13333333,91.43333333,3G/2G,Low,4,7/18/2025 21:04
Porshuram,Feni,23.21666667,91.44166667,Wi-Fi,Low,9,7/18/2025 21:27
Sonagazi,Feni,22.85,91.3917,Wi-Fi,Moderate,6,7/18/2025 21:43
Dighinala,Khagrachari,23.2583,92.0583,3G/2G,Good,4,7/18/2025 21:44
Guimara,Khagrachari,22.9604,91.8695,3G/2G,Moderate,1,7/18/2025 21:56
Khagrachari Sadar,Khagrachari,23.0417,91.9944,3G/2G,Good,1,7/18/2025 21:57
Laxmichari,Khagrachari,22.81,91.94,3G/2G,Low,5,7/18/2025 22:09
Mahalchari,Khagrachari,22.92,92.025,3G/2G,Good,0,7/18/2025 22:15
Manikchari,Khagrachari,22.8347,91.8361,3G/2G,Low,9,7/18/2025 22:23
Matiranga,Khagrachari,23.0417,91.875,3G/2G,Low,4,7/18/2025 22:36
Panchari,Khagrachari,23.3,91.88,3G/2G,Low,2,7/18/2025 22:43
Ramgarh,Khagrachari,22.9667,91.7,3G/2G,Good,1,7/18/2025 22:50
Komol Nagar, Laxmipur,22.73,90.88,3G/2G,Low,6,7/18/2025 22:54
 Laxmipur Sadar, Laxmipur,22.95,90.825,Wi-Fi,Moderate,5,7/18/2025 22:56
Raipur, Laxmipur,23.0333,90.775,Wi-Fi,Moderate,4,7/18/2025 22:56
Ramganj, Laxmipur,23.105,90.875,3G/2G,Moderate,6,7/18/2025 23:08
Ramgati, Laxmipur,22.72,90.89,3G/2G,Low,4,7/18/2025 23:13
Begumganj,Noakhali,22.95,91.1,3G/2G,Low,5,7/18/2025 23:23
Chatkhil,Noakhali,23.05,90.9583,3G/2G,Low,9,7/18/2025 23:25
Companiganj,Noakhali,22.875,91.2833,3G/2G,Low,8,7/18/2025 23:29
Hatiya,Noakhali,22.3667,91.125,3G/2G,Low,7,7/18/2025 23:40
Kabir Hat,Noakhali,22.8333,91.2,3G/2G,Low,9,7/18/2025 23:50
Noakhali Sadar,Noakhali,22.8256,91.1014,Wi-Fi,Good,3,7/19/2025 0:06
Senbag,Noakhali,23,91.23,Wi-Fi,Moderate,4,7/19/2025 0:17
Sonaimuri,Noakhali,23.03833333,91.10833333,3G/2G,Moderate,9,7/19/2025 0:19
Subarna Char,Noakhali,22.6833,91.11,Wi-Fi,Moderate,5,7/19/2025 0:24
Baghaichari,Rangamati,23.15,92.1917,3G/2G,Low,5,7/19/2025 0:32
Barkal,Rangamati,22.7333,92.3583,3G/2G,Good,6,7/19/2025 0:32
Belaichari,Rangamati,22.4667,92.375,3G/2G,Good,8,7/19/2025 0:37
Juraichari,Rangamati,22.6667,92.3833,3G/2G,Low,9,7/19/2025 0:40
Kaptai,Rangamati,22.5,92.2167,3G/2G,Good,6,7/19/2025 0:42
Kaukhali,Rangamati,22.5333,92.0167,Wi-Fi,Good,8,7/19/2025 0:49
Langadu,Rangamati,22.95,92.15,3G/2G,Good,10,7/19/2025 0:58
Nanniarchar,Rangamati,22.8583,92.1167,3G/2G,Low,6,7/19/2025 0:59
Rajosthali,Rangamati,22.3833,92.2417,3G/2G,Low,1,7/19/2025 1:53
Rangamati Sadar,Rangamati,22.65,92.1833,3G/2G,Low,8,7/19/2025 1:58
Dhamrai,Dhaka,23.90833333,90.21666667,3G/2G,Low,7,7/19/2025 2:01
Dohar,Dhaka,23.5958,90.1222,3G/2G,Low,3,7/19/2025 2:01
Keraniganj,Dhaka,23.68333333,90.33333333,3G/2G,Moderate,4,7/19/2025 2:14
Nawabganj,Dhaka,23.6667,90.1667,3G/2G,Low,6,7/19/2025 2:20
Savar,Dhaka,23.88,90.28,3G/2G,Moderate,1,7/19/2025 2:29
Alfadanga,Faridpur,23.2833,89.7167,3G/2G,Moderate,7,7/19/2025 2:33
Bhanga,Faridpur,23.3833,89.9833,3G/2G,Low,3,7/19/2025 2:33
Boalmari,Faridpur,23.3917,89.6833,Wi-Fi,Moderate,1,7/19/2025 2:35
Charbhadrasan,Faridpur,23.55833,90.08333,3G/2G,Low,3,7/19/2025 3:19
Faridpur Sadar,Faridpur,23.5958,89.8306,3G/2G,Moderate,0,7/19/2025 3:19
Madhukhali,Faridpur,23.5417,89.6306,Wi-Fi,Low,0,7/19/2025 3:24
Nagarkanda,Faridpur,23.4153,89.8917,3G/2G,Good,2,7/19/2025 3:27
Sadarpur,Faridpur,23.4764,90.0333,3G/2G,Good,10,7/19/2025 3:27
Saltha,Faridpur,23.41,89.83,3G/2G,Low,7,7/19/2025 3:33
Gazipur Sadar,Gazipur,24,90.425,3G/2G,Moderate,2,7/19/2025 3:33
Kaliakoir,Gazipur,24.075,90.2167,Wi-Fi,Low,7,7/19/2025 3:38
Kaligonj,Gazipur,23.925,90.5667,3G/2G,Good,5,7/19/2025 3:50
Kapasia,Gazipur,24.15,90.61,3G/2G,Low,7,7/19/2025 3:51
Sreepur,Gazipur,24.2,90.4667,3G/2G,Low,7,7/19/2025 3:53
Gopalganj Sadar,Gopalganj,23.0167,89.8333,Wi-Fi,Moderate,7,7/19/2025 3:58
Kasiani,Gopalganj,23.2167,89.7,3G/2G,Moderate,3,7/19/2025 3:59
Kotalipara,Gopalganj,22.9833,89.9917,3G/2G,Moderate,3,7/19/2025 4:00
Muksudpur,Gopalganj,23.3167,89.8667,Wi-Fi,Low,0,7/19/2025 4:06
Tungipara,Gopalganj,22.9,89.8833,3G/2G,Low,2,7/19/2025 4:09
Austagram,Kishoreganj,24.2667,91.125,3G/2G,Moderate,4,7/19/2025 4:13
Bajitpur,Kishoreganj,24.2167,90.9583,3G/2G,Low,10,7/19/2025 4:14
Bhairab,Kishoreganj,24.05,90.98333333,3G/2G,Low,5,7/19/2025 4:25
Hossainpur,Kishoreganj,24.4167,90.65,3G/2G,Low,9,7/19/2025 4:27
Itna,Kishoreganj,24.5333,91.0833,Wi-Fi,Low,6,7/19/2025 4:38
Karimganj,Kishoreganj,24.4583,90.8833,3G/2G,Moderate,9,7/19/2025 4:42
Katiadi,Kishoreganj,24.25,90.7917,3G/2G,Low,8,7/19/2025 4:42
Kishoreganj Sadar,Kishoreganj,24.4333,90.7833,Wi-Fi,Low,8,7/19/2025 4:45
Kuliarchar,Kishoreganj,24.155,90.9,3G/2G,Good,8,7/19/2025 4:46
Mithamoin,Kishoreganj,24.425,91.045,Wi-Fi,Low,5,7/19/2025 4:47
Nikli,Kishoreganj,24.3167,90.9333,3G/2G,Moderate,0,7/19/2025 4:53
Pakundia,Kishoreganj,24.3333,90.6833,3G/2G,Good,6,7/19/2025 5:11
Tarail,Kishoreganj,24.5375,90.875,3G/2G,Good,2,7/19/2025 5:12
Kalkini,Madaripur,23.0667,90.2417,3G/2G,Low,0,7/19/2025 5:22
Madaripur Sadar,Madaripur,23.1667,90.2083,3G/2G,Good,3,7/19/2025 5:29
Rajoir,Madaripur,23.2083,90.0333,3G/2G,Moderate,1,7/19/2025 5:29
Shibchar,Madaripur,23.35,90.1667,Wi-Fi,Good,1,7/19/2025 5:44
Daulatpur,Manikganj,23.9611,89.8417,Wi-Fi,Moderate,5,7/19/2025 5:44
Ghior,Manikganj,23.8875,89.8375,3G/2G,Low,4,7/19/2025 5:45
Harirampur,Manikganj,23.7333,89.9667,3G/2G,Moderate,4,7/19/2025 5:47
Manikganj Sadar,Manikganj,23.85,90.0111,3G/2G,Moderate,5,7/19/2025 5:57
Saturia,Manikganj,23.5925,90.0231,3G/2G,Moderate,7,7/19/2025 6:03
Shivalaya,Manikganj,23.8333,89.7917,3G/2G,Good,10,7/19/2025 6:13
Singair,Munshiganj,23.8167,90.15,3G/2G,Good,2,7/19/2025 6:13
Gazaria,Munshiganj,23.5417,90.6083,3G/2G,Moderate,6,7/19/2025 6:20
Lauhajong,Munshiganj,23.47,90.35,3G/2G,Moderate,8,7/19/2025 6:27
Munshiganj Sadar,Munshiganj,23.4583,90.5417,3G/2G,Good,5,7/19/2025 6:29
Sirajdikhan,Munshiganj,23.5667,90.3833,3G/2G,Moderate,5,7/19/2025 6:50
Sreenagar,Munshiganj,23.5361,90.2917,Wi-Fi,Low,8,7/19/2025 6:55
Tongibari,Munshiganj,23.5,90.4583,3G/2G,Moderate,2,7/19/2025 6:59
Araihazar,Narayanganj,23.7917,90.65,3G/2G,Moderate,5,7/19/2025 7:00
Bandar,Narayanganj,23.6167,90.525,3G/2G,Good,7,7/19/2025 7:12
Narayanganj Sadar,Narayanganj,23.6,90.5,3G/2G,Low,8,7/19/2025 7:15
Rupganj,Narayanganj,23.7931,90.5167,3G/2G,Moderate,4,7/19/2025 7:20
Sonargaon,Narayanganj,23.6583,90.6083,3G/2G,Moderate,6,7/19/2025 7:28
Belabo,Narshingdi,24.0917,90.85,3G/2G,Low,1,7/19/2025 7:33
Monohardi,Narshingdi,24.1278,90.7,3G/2G,Low,6,7/19/2025 7:35
Narshingdi Sadar,Narshingdi,23.9167,90.725,3G/2G,Good,10,7/19/2025 7:36
Palash,Narshingdi,23.95,90.625,3G/2G,Moderate,0,7/19/2025 7:40
Raipura,Narshingdi,23.9667,90.875,3G/2G,Good,3,7/19/2025 7:41
Shibpur,Narshingdi,24.375,90.7375,3G/2G,Moderate,4,7/19/2025 7:50
Baliakandi,Rajbari,23.635,89.55,3G/2G,Good,3,7/19/2025 7:51
Goalanda,Rajbari,23.7333,89.7611,3G/2G,Low,8,7/19/2025 7:54
Kalukhali,Rajbari,23.68,89.7,3G/2G,Low,4,7/19/2025 7:54
Pangsha,Rajbari,23.7917,89.4167,3G/2G,Low,9,7/19/2025 7:54
Rajbari Sadar,Rajbari,23.755,89.65,3G/2G,Good,3,7/19/2025 7:56
Bhedarganj,Shariatpur,89.65,90.4417,3G/2G,Moderate,0,7/19/2025 8:05
Damuddya,Shariatpur,23.1333,90.4333,3G/2G,Good,1,7/19/2025 8:08
Goshairhat,Shariatpur,23.07666667,90.43166667,3G/2G,Low,7,7/19/2025 8:14
Janjira,Shariatpur,23.16,90.13,3G/2G,Moderate,1,7/19/2025 8:15
Naria,Shariatpur,23.3,90.4,Wi-Fi,Low,7,7/19/2025 8:16
Shariatpur Sadar,Shariatpur,23.20833333,90.35,3G/2G,Good,6,7/19/2025 8:20
Basail,Tangail,24.2167,90.05,3G/2G,Moderate,6,7/19/2025 8:28
Bhuapur,Tangail,24.4583,89.8667,3G/2G,Low,9,7/19/2025 8:43
Delduar,Tangail,24.1417,89.9667,3G/2G,Low,7,7/19/2025 9:07
Dhanbari,Tangail,24.680578,89.939184,Wi-Fi,Low,9,7/19/2025 9:08
Ghatail,Tangail,24.46666667,89.96666667,3G/2G,Low,1,7/19/2025 9:13
Gopalpur,Tangail,24.5583,89.9167,3G/2G,Good,2,7/19/2025 9:14
Kalihati,Tangail,24.3833,90.0083,3G/2G,Low,0,7/19/2025 9:23
Madhupur,Tangail,24.61666667,90.01805556,3G/2G,Good,8,7/19/2025 9:27
Mirzapur,Tangail,24.1083,90.0917,3G/2G,Moderate,8,7/19/2025 9:34
Nagarpur,Tangail,24.05,89.86805556,Wi-Fi,Moderate,3,7/19/2025 9:36
Shakhipur,Tangail,24.31666667,90.16805556,3G/2G,Low,8,7/19/2025 9:46
Tangail Sadar,Tangail,24.24925,89.91318,3G/2G,Good,6,7/19/2025 9:49
Bagerhat Sadar,Bagerhat,22.66666667,89.8,3G/2G,Low,5,7/19/2025 10:05
Chitalmari,Bagerhat,22.78472222,89.86861111,3G/2G,Moderate,8,7/19/2025 10:16
Fakirhat,Bagerhat,22.76888889,89.70138889,3G/2G,Moderate,5,7/19/2025 10:32
Kachua,Bagerhat,22.65,89.88333333,Wi-Fi,Low,0,7/19/2025 10:51
Mollahat,Bagerhat,22.9417,89.7,3G/2G,Low,0,7/19/2025 11:01
Mongla,Bagerhat,22.4833,89.6083,3G/2G,Good,10,7/19/2025 11:11
Morrelganj,Bagerhat,22.45,89.8583,3G/2G,Moderate,0,7/19/2025 11:22
Rampal,Bagerhat,22.5667,89.6639,3G/2G,Good,0,7/19/2025 11:27
Sharankhola,Bagerhat,22.2917,89.7917,3G/2G,Moderate,8,7/19/2025 11:40
Alamdanga,Chuadanga,23.7583,88.95,3G/2G,Moderate,7,7/19/2025 11:45
Chuadanga Sadar,Chuadanga,23.6417,88.8583,3G/2G,Good,6,7/19/2025 11:46
Damurhuda,Chuadanga,23.6167,88.7833,3G/2G,Good,4,7/19/2025 11:46
Jibannagar,Chuadanga,23.4167,88.8208,3G/2G,Low,5,7/19/2025 11:52
Abhoynagar,Jashore,23.01666667,89.43333333,3G/2G,Low,10,7/19/2025 11:59
Bagherpara,Jashore,23.2167,89.35,3G/2G,Good,0,7/19/2025 12:05
Chowgacha,Jashore,23.2667,89.025,3G/2G,Low,7,7/19/2025 12:29
Jashore Sadar,Jashore,23.1681,89.2042,3G/2G,Good,1,7/19/2025 12:30
Jhikargacha,Jashore,23.1,89.1333,3G/2G,Low,4,7/19/2025 12:31
Keshabpur,Jashore,22.9042,89.5667,3G/2G,Good,7,7/19/2025 12:44
Monirampur,Jashore,23.0167,89.2333,3G/2G,Good,9,7/19/2025 12:49
Sarsha,Jashore,23.0744,88.8667,3G/2G,Good,9,7/19/2025 12:55
Harinakunda,Jhenaidah,23.6417,89.05,3G/2G,Good,7,7/19/2025 12:57
Jhenaidah Sadar,Jhenaidah,23.5417,89.1833,3G/2G,Moderate,8,7/19/2025 13:18
Kaliganj,Jhenaidah,23.4139,89.1333,3G/2G,Moderate,6,7/19/2025 13:19
Kotchandpur,Jhenaidah,23.4,89.0167,Wi-Fi,Moderate,6,7/19/2025 13:22
Moheshpur,Jhenaidah,23.35,88.9125,3G/2G,Low,9,7/19/2025 13:26
Shailkupa,Jhenaidah,23.6917,89.25,3G/2G,Good,1,7/19/2025 13:28
Batiaghata,Khulna,22.7417,89.5167,3G/2G,Good,2,7/19/2025 13:35
Dacope,Khulna,22.5722,89.5111,3G/2G,Moderate,6,7/19/2025 13:41
Dighalia,Khulna,22.9083,89.5333,3G/2G,Good,2,7/19/2025 13:43
Dumuria,Khulna,22.8083,89.425,3G/2G,Low,8,7/19/2025 13:54
Koira,Khulna,22.3417,89.3,3G/2G,Moderate,3,7/19/2025 14:02
Paikgacha,Khulna,22.5889,89.3361,3G/2G,Moderate,0,7/19/2025 14:09
Phultala,Khulna,22.975,89.4583,3G/2G,Good,0,7/19/2025 14:31
Rupsa,Khulna,22.8333,89.5833,3G/2G,Moderate,8,7/19/2025 14:50
Terokhada,Khulna,22.9417,89.6694,3G/2G,Low,8,7/19/2025 14:53
Bheramara,Kushtia,24.0167,88.9917,3G/2G,Low,10,7/19/2025 15:09
Daulatpur,Kushtia,24.0014,88.875,3G/2G,Low,8,7/19/2025 15:10
Khoksha,Kushtia,23.8,89.2833,3G/2G,Good,9,7/19/2025 15:13
Kumarkhali,Kushtia,23.8564724,89.114823,3G/2G,Moderate,3,7/19/2025 15:20
Kushtia Sadar,Kushtia,23.9,89.1333,3G/2G,Low,2,7/19/2025 15:22
Mirpur,Kushtia,23.9333,89,3G/2G,Low,5,7/19/2025 15:52
Magura Sadar,Magura,23.4875,89.4208,3G/2G,Low,2,7/19/2025 15:52
Mohammadpur,Magura,23.4,89.56,3G/2G,Good,6,7/19/2025 15:55
Salikha,Magura,23.34,89.36,3G/2G,Low,7,7/19/2025 15:59
Sreepur,Magura,23.6,89.3875,3G/2G,Moderate,0,7/19/2025 16:16
Gangni,Meherpur,23.81666667,88.755,3G/2G,Low,2,7/19/2025 16:30
Meherpur Sadar,Meherpur,23.775,88.6417,3G/2G,Low,4,7/19/2025 16:31
Mujibnagar,Meherpur,23.65003,88.59804,3G/2G,Moderate,1,7/19/2025 16:33
Kalia,Narail,23.0333,89.6167,3G/2G,Moderate,10,7/19/2025 16:33
Lohagara,Narail,23.1833,89.6625,3G/2G,Low,0,7/19/2025 16:41
Narail Sadar,Narail,23.175,89.505,3G/2G,Low,3,7/19/2025 16:42
Assasuni,Satkhira,22.55,89.1681,3G/2G,Moderate,3,7/19/2025 16:45
Debhata,Satkhira,22.5667,88.9667,3G/2G,Moderate,7,7/19/2025 16:49
Kalaroa,Satkhira,22.59,89.01,3G/2G,Low,2,7/19/2025 16:51
Kaliganj,Satkhira,22.45,89.0417,3G/2G,Good,10,7/19/2025 17:08
Satkhira Sadar,Satkhira,22.7167,89.075,3G/2G,Low,2,7/19/2025 17:12
Shyamnagar,Satkhira,22.3306,89.1028,Wi-Fi,Good,5,7/19/2025 17:24
Tala,Satkhira,22.75,89.25,3G/2G,Moderate,5,7/19/2025 17:26
Bakshiganj,Jamalpur,25.225,89.875,3G/2G,Good,4,7/19/2025 17:28
Dewanganj,Jamalpur,25.1417,89.7833,3G/2G,Moderate,2,7/19/2025 17:34
Islampur,Jamalpur,25.0833,89.7917,3G/2G,Moderate,7,7/19/2025 17:43
Jamalpur Sadar,Jamalpur,24.9167,89.9583,Wi-Fi,Low,1,7/19/2025 17:43
Madarganj,Jamalpur,24.8917,89.75,3G/2G,Low,3,7/19/2025 17:43
Melendah,Jamalpur,24.9667,89.8333,3G/2G,Low,8,7/19/2025 17:49
Sarishabari,Jamalpur,24.7417,89.8333,Wi-Fi,Good,5,7/19/2025 17:51
Bhaluka,Mymensingh,24.375,90.37833333,3G/2G,Low,8,7/19/2025 17:59
Dhobaura,Mymensingh,25.0917,90.5333,Wi-Fi,Good,4,7/19/2025 18:04
Fulbaria,Mymensingh,24.6333,90.2667,3G/2G,Good,0,7/19/2025 18:08
Gaffargaon,Mymensingh,24.4167,90.55,Wi-Fi,Good,10,7/19/2025 18:14
Gouripur,Mymensingh,24.75833333,90.575,3G/2G,Good,9,7/19/2025 18:15
Haluaghat,Mymensingh,25.125,90.35,3G/2G,Low,1,7/19/2025 18:23
Ishwarganj,Mymensingh,24.6833,90.625,3G/2G,Good,0,7/19/2025 18:27
Muktagacha,Mymensingh,24.7583,90.2667,Wi-Fi,Low,9,7/19/2025 18:28
Mymensingh Sadar,Mymensingh,24.75,90.4167,3G/2G,Good,8,7/19/2025 18:28
Nandail,Mymensingh,24.5667,90.6833,3G/2G,Moderate,10,7/19/2025 18:30
Phulpur,Mymensingh,24.95,90.36166667,3G/2G,Moderate,6,7/19/2025 18:33
Tarakanda,Mymensingh,24.85,90.43333333,3G/2G,Good,6,7/19/2025 18:39
Trishal,Mymensingh,24.575,90.39166667,3G/2G,Good,2,7/19/2025 18:39
Atpara,Netrakona,24.8083,90.8667,3G/2G,Good,8,7/19/2025 18:42
Barhatta,Netrakona,24.9,90.875,3G/2G,Low,10,7/19/2025 18:42
Durgapur,Netrakona,25.125,90.6875,3G/2G,Moderate,9,7/19/2025 18:48
Kalmakanda,Netrakona,25.0833,90.8917,3G/2G,Low,8,7/19/2025 18:49
Kendua,Netrakona,24.65,90.8417,3G/2G,Moderate,7,7/19/2025 18:56
Khaliajuri,Netrakona,24.7,91.125,3G/2G,Good,10,7/19/2025 18:57
Madan,Netrakona,24.7167,90.9667,Wi-Fi,Low,8,7/19/2025 18:58
Mohanganj,Netrakona,24.8667,90.9667,3G/2G,Moderate,0,7/19/2025 18:58
Netrakona Sadar,Netrakona,24.875,90.7333,3G/2G,Moderate,6,7/19/2025 19:10
Purbadhala,Netrakona,24.9333,90.6028,3G/2G,Low,8,7/19/2025 19:14
Jhenaigati,Sherpur,25.1833,90.0667,3G/2G,Good,8,7/19/2025 19:14
Nakla,Sherpur,24.98333333,90.18333333,3G/2G,Low,5,7/19/2025 19:16
Nalitabari,Sherpur,25.08333333,90.18527778,3G/2G,Moderate,3,7/19/2025 19:17
Sherpur Sadar,Sherpur,25,90.0167,3G/2G,Low,10,7/19/2025 19:20
Sreebordi,Sherpur,25.18,89.95,3G/2G,Good,7,7/19/2025 19:24
Adamdighi,Bogura,24.81666667,89,3G/2G,Low,3,7/19/2025 19:29
Bogura Sadar,Bogura,24.8417,89.375,3G/2G,Moderate,1,7/19/2025 19:36
Dhunot,Bogura,24.6833,89.5375,3G/2G,Moderate,3,7/19/2025 19:38
Dhupchancia,Bogura,24.875,89.17,3G/2G,Good,6,7/19/2025 19:44
Gabtali,Bogura,24.875,89.45,3G/2G,Good,2,7/19/2025 20:07
Kahaloo,Bogura,24.8167,89.2667,3G/2G,Moderate,6,7/19/2025 20:09
Nandigram,Bogura,24.6611,89.2333,3G/2G,Low,8,7/19/2025 20:14
Sariakandi,Bogura,24.8833,89.5667,Wi-Fi,Low,3,7/19/2025 20:23
Shajahanpur,Bogura,24.7604,89.3606,3G/2G,Good,5,7/19/2025 20:36
Sherpur,Bogura,24.66666667,89.41666667,Wi-Fi,Moderate,3,7/19/2025 20:38
Shibganj,Bogura,25.0167,89.3167,3G/2G,Good,6,7/19/2025 20:41
Sonatala,Bogura,25.0333,89.4917,3G/2G,Moderate,7,7/19/2025 20:42
Bholahat,Chapainawabganj,24.89,88.22,3G/2G,Moderate,7,7/19/2025 20:54
Gomostapur,Chapainawabganj,24.86,88.37,3G/2G,Low,5,7/19/2025 20:56
Nachol,Chapainawabganj,24.73,88.42,3G/2G,Low,6,7/19/2025 21:05
Nawabganj Sadar,Chapainawabganj,24.6,88.2667,3G/2G,Good,1,7/19/2025 21:25
Shibganj,Chapainawabganj,24.6833,88.1667,3G/2G,Moderate,6,7/19/2025 21:25
Akkelpur,Joypurhat,24.975,89.02,3G/2G,Good,1,7/19/2025 21:33
Joypurhat Sadar,Joypurhat,25.1,89.03333333,3G/2G,Moderate,0,7/19/2025 21:59
Kalai,Joypurhat,25.0583,89.1833,3G/2G,Moderate,5,7/19/2025 22:02
Khetlal,Joypurhat,25.025,89.13333333,3G/2G,Moderate,9,7/19/2025 22:06
Panchbibi,Joypurhat,25.195,89.02,3G/2G,Low,3,7/19/2025 22:10
Atrai,Naogaon,24.61333333,88.97,3G/2G,Moderate,0,7/19/2025 22:17
Badalgachi,Naogaon,24.96666667,88.9,3G/2G,Low,4,7/19/2025 22:25
Dhamoirhat,Naogaon,25.14,88.85,3G/2G,Good,4,7/19/2025 22:33
Manda,Naogaon,24.775,88.67,3G/2G,Good,0,7/19/2025 22:47
Mohadevpur,Naogaon,24.9183,88.7483,3G/2G,Good,2,7/19/2025 22:53
Naogaon Sadar,Naogaon,24.805,88.95,3G/2G,Moderate,9,7/19/2025 22:54
Niamatpur,Naogaon,24.83,88.55,3G/2G,Moderate,8,7/19/2025 22:55
Patnitala,Naogaon,25.05,88.7333,Wi-Fi,Good,9,7/19/2025 23:18
Porsha,Naogaon,25.025,88.4833,3G/2G,Low,1,7/19/2025 23:19
Raninagar,Naogaon,24.7333,88.975,3G/2G,Moderate,0,7/19/2025 23:21
Sapahar,Naogaon,25.125,88.58166667,3G/2G,Moderate,4,7/19/2025 23:24
Bagatipara,Natore,24.33,88.945,3G/2G,Low,6,7/19/2025 23:39
Baraigram,Natore,24.3083,89.1708,3G/2G,Low,3,7/19/2025 23:44
Gurudaspur,Natore,24.3667,89.25,Wi-Fi,Moderate,8,7/19/2025 23:49
Lalpur,Natore,24.1833,88.975,3G/2G,Good,1,7/19/2025 23:58
Naldanga,Natore,24.4969,88.9605,3G/2G,Moderate,3,7/19/2025 23:59
Natore Sadar,Natore,24.4139,88.93,3G/2G,Low,6,7/19/2025 23:59
Singra,Natore,24.5,89.13333333,3G/2G,Moderate,3,7/20/2025 0:00
Atghoria,Pabna,24.1333,89.25,Wi-Fi,Moderate,7,7/20/2025 0:02
Bera,Pabna,24.0667,89.625,3G/2G,Low,10,7/20/2025 0:06
Bhangura,Pabna,24.225,89.4,Wi-Fi,Low,2,7/20/2025 0:17
Chatmohar,Pabna,24.23,89.3,3G/2G,Low,10,7/20/2025 0:20
Faridpur,Pabna,24.1583,89.4528,3G/2G,Moderate,3,7/20/2025 0:34
Ishwardi,Pabna,24.15,89.0667,3G/2G,Low,1,7/20/2025 0:42
Pabna Sadar,Pabna,24.005,89.25,3G/2G,Moderate,10,7/20/2025 0:46
Santhia,Pabna,24.0583,89.5333,3G/2G,Moderate,8,7/20/2025 0:57
Sujanagar,Pabna,23.9167,89.4333,3G/2G,Good,3,7/20/2025 1:10
Bagha,Rajshahi,24.1917,88.8333,3G/2G,Low,2,7/20/2025 1:10
Bagmara,Rajshahi,24.5639,88.8083,3G/2G,Moderate,10,7/20/2025 1:10
Charghat,Rajshahi,24.2833,88.775,Wi-Fi,Low,6,7/20/2025 1:12
Durgapur,Rajshahi,24.4556,88.7667,3G/2G,Low,3,7/20/2025 1:18
Godagari,Rajshahi,24.4667,88.3306,3G/2G,Good,5,7/20/2025 1:24
Mohanpur,Rajshahi,24.5639,88.65,3G/2G,Moderate,2,7/20/2025 1:25
Paba,Rajshahi,24.4417,88.6278,Wi-Fi,Good,3,7/20/2025 1:44
Puthia,Rajshahi,24.375,88.85,3G/2G,Low,8,7/20/2025 1:50
Tanore,Rajshahi,24.6028,88.5806,3G/2G,Low,3,7/20/2025 2:03
Belkuchi,Sirajganj,24.2917,89.7,3G/2G,Low,0,7/20/2025 2:08
Chowhali,Sirajganj,24.2111,89.7208,Wi-Fi,Low,4,7/20/2025 2:14
Kamarkhanda,Sirajganj,24.38,89.65,3G/2G,Good,8,7/20/2025 2:20
Kazipur,Sirajganj,24.6417,89.65,3G/2G,Low,2,7/20/2025 2:24
Raiganj,Sirajganj,24.5014,89.5347,Wi-Fi,Moderate,8,7/20/2025 2:31
